displacement_x,displacement_y,displacement_z,step
0.0,0.0,0.0,0
2.0,-2.0,0.0,1
1.9987223257547684,-1.99836644448306,0.0,2
1.9974079077172382,-1.9967085069672528,0.0,3
1.996057397310261,-1.9950278341297232,0.0,4
1.9946715857276889,-1.9933260826762766,0.0,5
1.9932513815624946,-1.9916049023825844,0.0,6
1.9917977883811102,-1.9898659192254557,0.0,7
1.990311882895769,-1.9881107192813219,0.0,8
1.9887947942854085,-1.9863408339575814,0.0,9
1.9872476851035685,-1.9845577269934083,0.0,10
1.9856717340961318,-1.982762783531762,0.0,11
1.9840681211390718,-1.980957301433726,0.0,12
1.9824380144018425,-1.9791424848876458,0.0,13
1.9807825597495234,-1.9773194402641392,0.0,14
1.9791028723187478,-1.9754891740867093,0.0,15
1.9774000301400663,-1.9736525929272533,0.0,16
1.9756750696327674,-1.971810504995275,0.0,17
1.9739289827665756,-1.969963623167167,0.0,18
1.9721627156666264,-1.968112569194696,0.0,19
1.9703771684318685,-1.9662578788368714,0.0,20
1.9685731959405008,-1.9644000076736317,0.0,21
1.9667516094271593,-1.9625393373804256,0.0,22
1.9649131786332714,-1.9606761822674028,0.0,23
1.9630586343525107,-1.9588107959134642,0.0,24
1.9611886712159614,-1.9569433777523053,0.0,25
1.9593039505851255,-1.9550740794935941,0.0,26
1.957405103444179,-1.9532030112867576,0.0,27
1.9554927332050789,-1.9513302475569496,0.0,28
1.9535674183596354,-1.9494558324624052,0.0,29
1.9516297149311344,-1.9475797849393848,0.0,30
1.9496801586942274,-1.945702103315407,0.0,31
1.9477192671456223,-1.9438227694835084,0.0,32
1.945747541219529,-1.9419417526400986,0.0,33
1.9437654667510342,-1.9400590125968042,0.0,34
1.9417735156977218,-1.9381745026827553,0.0,35
1.9397721471351543,-1.9362881722582714,0.0,36
1.9377618080454915,-1.9343999688641327,0.0,37
1.9357429339207939,-1.932509840032705,0.0,38
1.9337159492036848,-1.9306177347883828,0.0,39
1.931681267588206,-1.9287236048652425,0.0,40
1.9296392922031398,-1.926827405669625,0.0,41
1.9275904156989556,-1.9249290970147208,0.0,42
1.925535020258005,-1.9230286436532178,0.0,43
1.923473477545821,-1.921126015632777,0.0,44
1.9214061486194312,-1.9192211884976276,0.0,45
1.9193333838066229,-1.9173141433579612,0.0,46
1.9172555225681214,-1.915404866847115,0.0,47
1.9151728933527454,-1.913493350984839,0.0,48
1.913085813453836,-1.9115795929632178,0.0,49
1.9109945888736033,-1.909663594870174,0.0,50
1.9088995142005687,-1.907745363363856,0.0,51
1.9068008725039687,-1.9058249093096857,0.0,52
1.9046989352478407,-1.9039022473904086,0.0,53
1.9025939622265438,-1.9019773956981207,0.0,54
1.9004862015226425,-1.9000503753160238,0.0,55
1.8983758894874145,-1.898121209896496,0.0,56
1.8962632507437012,-1.8961899252410348,0.0,57
1.8941484982103969,-1.894256548886701,0.0,58
1.8920318331475654,-1.8923211097028165,0.0,59
1.8899134452209394,-1.8903836375009697,0.0,60
1.8877935125844212,-1.8884441626606778,0.0,61
1.8856722019791157,-1.8865027157725076,0.0,62
1.8835496688474038,-1.8845593272999517,0.0,63
1.8814260574605792,-1.8826140272609175,0.0,64
