arm1,arm2,arm3,step
1.4142135623730951,1.4142135623730951,1.4142135623730951,0
1.4060762334794756,1.404917288924049,1.4057757136519888,1
1.398089196807758,1.395848273667565,1.3974915209109415,2
1.390249864020317,1.3870024074895988,1.3893586602648187,3
1.3825556712932825,1.3783755405524862,1.3813748218237838,4
1.3750040820618563,1.3699634887345538,1.3735377120352397,5
1.3675925895189875,1.3617620400002277,1.3658450558324005,6
1.3603187188684334,1.3537669606817786,1.3582945985901949,7
1.3531800293347662,1.3459740016547321,1.350884107890395,8
1.3461741159343452,1.3383789043899574,1.3436113750990193,9
1.339298611012592,1.3309774068664733,1.3364742167601027,10
1.3325511855541337,1.3237652493301126,1.3294704758108926,11
1.3259295502734727,1.3167381798843267,1.3225980226243965,12
1.319431456494804,1.3098919599005798,1.3158547558859706,13
1.3130546968304457,1.3032223692369949,1.3092386033113221,14
1.3067971056680627,1.296725211255129,1.3027475222138496,15
1.3006565594774437,1.2903963176259832,1.296379499929729,16
1.294630976948065,1.2842315529175798,1.2901325541095225,17
1.2887183189690068,1.278226818957663,1.2840047328853648,18
1.2829165884630234,1.2723780589662683,1.277994114922962,19
1.2772238300866916,1.2666812614540943,1.2720988093677557,20
1.2716381298085684,1.2611324638837476,1.2663169556946037,21
1.2661576143772273,1.2557277560920377,1.26064672347029,22
1.2607804506908706,1.2504632834725675,1.2550863120380342,23
1.2555048450799764,1.2453352499188721,1.249633950132996,24
1.2503290425141262,1.2403399205293253,1.2442878954375123,25
1.2452513257437907,1.2354736240759434,1.23904643408451,26
1.240270014387416,1.2307327552400498,1.233907880117203,27
1.2353834639736863,1.226113776618568,1.2288705749127957,28
1.2305900649483283,1.221613220505419,1.2239328865775092,29
1.2258882416542831,1.2172276904531725,1.2190932093198177,30
1.221276451293504,1.2129538626206828,1.214349962808325,31
1.216753182878073,1.2087884869129946,1.2097015915202505,32
1.2123169561777292,1.2047283879202508,1.2051465640860166,33
1.2079663206703193,1.2007704656627642,1.2006833726349604,34
1.2036998545010922,1.196911696149748,1.1963105321467131,35
1.1995161634561746,1.1931491317595,1.1920265798123237,36
1.1954138799549967,1.18947990144907,1.1878300744087467,37
1.1913916620658822,1.1859012108016118,1.183719595689859,38
1.1874481925484803,1.182410341919763,1.1796937437967494,39
1.1835821779261961,1.1790046531734728,1.1757511386896013,40
1.179792347591291,1.1756815788107362,1.1718904196030944,41
1.1760774529448523,1.1724386284396862,1.1681102445268832,42
1.1724362665733876,1.1692733863904579,1.164409289712349,43
1.168867581463395,1.166183510965158,1.1607862492065024,44
1.165370210254866,1.1631667335841562,1.1572398344135946,45
1.1619429845343245,1.1602208578367845,1.1537687736847317,46
1.158584754167685,1.1573437584443558,1.1503718119355142,47
1.1552943866728973,1.1545333801432265,1.1470477102914953,48
1.1520707666320975,1.1517877364954172,1.1437952457610472,49
1.1489127951427176,1.149104908634076,1.140613210935025,50
1.1458193893068092,1.146483043950827,1.1375004137124722,51
1.1427894817576327,1.1439203547317858,1.134455677051445,52
1.1398220202224079,1.1414151167487687,1.1314778387439346,53
1.1369159671199678,1.138965667811931,1.128565751213746,54
1.134070299191949,1.1365704062898052,1.1257182813361142,55
1.1312840071660457,1.1342277896024155,1.1229343102777773,56
1.1285560954497758,1.1319363326928609,1.1202127333561616,57
1.1258855818531461,1.1296946064824702,1.1175524599163127,58
1.1232714973385654,1.1275012363143513,1.1149524132241788,59
1.120712885796315,1.125354900389858,1.1124115303748363,60
1.1182088038438776,1.1232543282022331,1.1099287622142666,61
1.1157583206474304,1.121198298971396,1.1075030732732898,62
1.1133605177638008,1.1191856400835771,1.105133441712291,63
1.1110144890012241,1.1172152255392303,1.1028188592754071,64
1.1087193402972588,1.1152859744124042,1.10055833125287,65
1.106474189612255,1.1133968493244901,1.0983508764502594,66
1.1042781668368233,1.111546854935028,1.096195527163452,67
1.1021304137117953,1.1097350364520142,1.0940913291581225,68
1.1000300837592234,1.1079604781639267,1.0920373416526932,69
1.0979763422230369,1.1062223019954671,1.0900326373037046,70
1.0959683660180195,1.104519666088811,1.088076302192626,71
1.0940053436858572,1.102851763411955,1.086167435813199,72
1.092086475357059,1.101217820395562,1.0843051510584658,73
1.090210972717631,1.0996170955995288,1.0824885742067027,74
1.0883780589794545,1.0980488784103186,1.0807168449055355,75
1.0865869688533831,1.0965124877699526,1.0789891161535863,76
1.08483694852415,1.095007270937392,1.0773045542790596,77
1.0831272556262448,1.093532602282901,1.075662338914736,78
1.081457159219984,1.0920878821158528,1.0740616629689024,79
1.0798259397670695,1.0906725355463036,1.0725017325918085,80
1.0782328891049964,1.0892860113805518,1.0709817671372888,81
1.0766773104197251,1.087927781050786,1.069500999119251,82
1.075158518216107,1.086597337578826,1.0680586741627747,83
1.0736758382856013,1.0852941945738646,1.0666540509496183,84
1.0722286076708787,1.0840178852640368,1.0652864011579775,85
1.0708161746269662,1.082767961561559,1.063955009396381,86
1.0694378985786313,1.0815439931611142,1.062659173131649,87
1.068093150073755,1.0803455666710875,1.0613982026108786,88
1.0667813107324922,1.0791722847772036,1.0601714207774602,89
1.0655017731920489,1.0780237654380613,1.0589781631811528,90
1.0642539410469638,1.076899641112011,1.0578177778822855,91
