displacement_x,displacement_y,displacement_z,step
0.0,0.0,0.0,0
2.0,-2.0,0.0,1
1.9987223257547686,-1.99836644448306,0.0,2
1.9974162300708547,-1.9967128896830875,0.0,3
1.9960819063350772,-1.995040169354368,0.0,4
1.9947196095005915,-1.99334912788391,0.0,5
1.9933296516729881,-1.9916406162006761,0.0,6
1.991912397426994,-1.9899154875661709,0.0,7
1.9904682589356533,-1.9881745933311954,0.0,8
1.9889976909914167,-1.9864187787392693,0.0,9
1.9875011859945908,-1.9846488788509753,0.0,10
1.9859792689792926,-1.9828657146556115,0.0,11
1.9844324927406816,-1.981070089427537,0.0,12
1.9828614331200585,-1.979262785374853,0.0,13
1.9812666844966542,-1.977444560617959,0.0,14
1.9796488555268708,-1.975616146525489,0.0,15
1.9780085651635804,-1.9737782454253834,0.0,16
1.9763464389800727,-1.9719315286997436,0.0,17
1.9746631058155213,-1.9700766352638013,0.0,18
1.9729591947516112,-1.9682141704219496,0.0,19
1.971235332423309,-1.9663447050874545,0.0,20
1.9694921406607908,-1.964468775347203,0.0,21
1.9677302344543237,-1.9625868823486459,0.0,22
1.9659502202294294,-1.9606994924829455,0.0,23
1.9641526944160104,-1.9588070378361293,0.0,24
1.962338242292199,-1.9569099168787574,0.0,25
1.960507437081541,-1.955008495364053,0.0,26
1.9586608392806295,-1.9531031074045986,0.0,27
1.9567989961934715,-1.9511940566983914,0.0,28
1.9549224416485647,-1.9492816178762125,0.0,29
1.9530316958748815,-1.9473660379437863,0.0,30
1.951127265513568,-1.9454475377939768,0.0,31
1.9492096437431394,-1.9435263137662484,0.0,32
1.9472793104972086,-1.9416025392326821,0.0,33
1.945336732755234,-1.9396763661919847,0.0,34
1.943382364888399,-1.937747926855031,0.0,35
1.9414166490444387,-1.935817335207587,0.0,36
1.9394400155569929,-1.933884688537856,0.0,37
1.9374528833668345,-1.9319500689183984,0.0,38
1.9354556604440543,-1.9300135446337718,0.0,39
1.9334487442019785,-1.9280751715468893,0.0,40
1.9314325218951724,-1.9261349943986261,0.0,41
1.9294073709954058,-1.9241930480365788,0.0,42
1.9273736595408217,-1.9222493585701281,0.0,43
1.9253317464548232,-1.9203039444500711,0.0,44
1.9232819818323217,-1.9183568174720558,0.0,45
1.9212247071920023,-1.9164079837039105,0.0,46
1.9191602556941336,-1.9144574443376992,0.0,47
1.9170889523242014,-1.9125051964679576,0.0,48
1.9150111140432937,-1.9105512337980919,0.0,49
1.9129270499066657,-1.9085955472773657,0.0,50
1.9108370611523557,-1.9066381256712424,0.0,51
1.908741441262026,-1.904678956068137,0.0,52
1.9066404759964564,-1.902718024325833,0.0,53
1.9045344434082696,-1.900755315460979,0.0,54
1.9024236138345656,-1.8987908139851601,0.0,55
1.9003082498721733,-1.8968245041911083,0.0,56
1.8981886063382176,-1.8948563703926078,0.0,57
1.8960649302186408,-1.8928863971216336,0.0,58
1.8939374606072221,-1.8909145692862064,0.0,59
1.8918064286375338,-1.8889408722923546,0.0,60
1.889672057410114,-1.8869652921334903,0.0,61
1.8875345619170025,-1.8849878154503632,0.0,62
1.8853941489656043,-1.8830084295646485,0.0,63
1.8832510171036865,-1.8810271224890571,0.0,64
