arm1,arm2,arm3,step
1.4142135623730951,1.4142135623730951,1.4142135623730951,0
1.3707761050099916,1.3646368856635218,1.3694629952078583,1
1.331592531366688,1.321662526659555,1.3291000519889355,2
1.2962234349822097,1.2845288511720627,1.2927059926164561,3
1.2642733653510407,1.2524789241606555,1.2598964427148278,4
1.2353938445204824,1.224788439004883,1.2303253218250874,5
1.209281056054532,1.2007869118711496,1.203684050207615,6
1.1856703105586806,1.1798716875163502,1.1796977923529233,7
1.1643292042991844,1.1615151900005536,1.158120381386411,8
1.145050905401756,1.145266446998885,1.138729180753378,9
1.1276484390357853,1.1307482095346717,1.1213206625640346,10
1.1119503452658943,1.1176510316670278,1.1057070491812044,11
1.0977977206105298,1.105725546248609,1.0917140441298685,12
1.085042437345386,1.0947739521795288,1.0791794847285223,13
1.0735462397862399,1.0846414781175697,1.067952663964905,14
1.0631804079942113,1.0752083487569912,1.0578940616505284,15
1.0538257211433977,1.0663825750824287,1.048875262896577,16
1.0453725169902404,1.0580937281124845,1.0407788996782696,17
1.0377207112433762,1.0502877364946281,1.033498511047577,18
1.0307796999775503,1.0429226670951781,1.0269382692890492,19
1.024468114545681,1.0359653976395253,1.0210125586401966,20
1.0187134308074126,1.0293890643487766,1.015645419591716,21
1.0134514543634068,1.0231711588025887,1.010769886865554,22
1.0086257133901817,1.017292151332357,1.0063272554728486,23
1.0041867933678308,1.0117345286284323,1.0022663094291677,24
1.000091645987024,1.0064821475236443,0.9985425440844425,25
0.9963028998438237,1.0015198226433897,0.995117407445957,26
0.992788194688164,0.9968330811358651,0.9919575796515386,27
0.9895195550098548,0.992408031989228,0.9890343037449969,28
0.9864728132549695,0.9882313099529935,0.9863227756111009,29
0.9836270882966587,0.9842900645941979,0.9838015965712021,30
0.9809643210595002,0.9805719735470247,0.9814522887717542,31
0.9784688664013828,0.9770652657102656,0.9792588710547341,32
0.9761271383986591,0.9737587452380876,0.977207491360282,33
0.9739273049277568,0.9706418109135403,0.9752861107328494,34
0.9718590267476895,0.9677044681472925,0.9734842335367145,35
0.9699132360272521,0.9649373326425486,0.9717926784012362,36
0.9680819493080275,0.9623316259173695,0.9702033845958964,37
0.9663581101493067,0.9598791635504271,0.9687092488865445,38
0.9647354570836414,0.9575723373549311,0.9673039883744249,39
0.9632084129610956,0.9554040927968332,0.9659820253142598,40
0.9617719922319986,0.9533679029395989,0.9647383904082879,41
0.9604217231815236,0.9514577400788969,0.9635686415538849,42
0.9591535825650526,0.949668046068802,0.9624687954672986,43
0.9579639404896281,0.9479937021650836,0.9614352700065237,44
0.9568495137385048,0.9464299990390562,0.9604648353691937,45
0.9558073260417946,0.94497260745799,0.9595545726468862,46
0.9548346740581242,0.9436175499906214,0.9587018384780625,47
0.9539290980534573,0.9423611739807307,0.957904234761937,48
0.9530883564480248,0.9412001259376798,0.9571595825794772,49
0.9523104035552443,0.9401313274185137,0.9564658996201829,50
0.9515933699621048,0.9391519524193548,0.9558213805388469,51
0.9509355451030359,0.9382594062517297,0.9552243797693643,52
0.9503353616625748,0.9374513058496077,0.9546733964066024,53
0.9497913815096133,0.9367254614329008,0.9541670608356494,54
0.9493022829205452,0.9360798594409008,0.9537041228432531,55
0.9488668488927053,0.9355126466428071,0.9532834409913189,56
0.9484839563851586,0.935022115330663,0.9529039730689222,57
0.948152566352842,0.934606689501452,0.9525647674690716,58
0.9478717144636613,0.9342649119388777,0.9522649553607363,59
0.947640502407517,0.9339954321106919,0.9520037435465316,60
0.9474580897222502,0.9337969948038147,0.9517804079128106,61
0.9473236860748838,0.9336684294264436,0.9515942873924329,62
0.9472365439478244,0.9336086399135992,0.9514447783717604,63
0.9471959516893202,0.9336165951798566,0.9513313294828794,64
0.9472012268957931,0.9336913200701942,0.9512534367300713,65
0.9472517101008956,0.933831886766885,0.9512106389064042,66
0.947346758752526,0.9340374066170283,0.9512025132622343,67
0.9474857414646652,0.9343070223516606,0.951228671392587,68
0.9476680325359117,0.9346399006733436,0.9512887553149477,69
0.9478930067310423,0.9350352251946762,0.9513824337130755,70
0.9481600343258667,0.9354921897153008,0.9515093983261416,71
0.9484684764191009,0.9360099918296583,0.9516693604658413,72
0.9488176805179709,0.9365878268619715,0.951862047647233,73
0.949206976406782,0.9372248821286933,0.95208720032191,74
0.9496356723097336,0.9379203315319231,0.9523445687047847,75
0.950103051360833,0.9386733304900713,0.9526339096882664,76
0.9506083683948364,0.9394830112143089,0.952954983839944,77
0.9511508470737293,0.9403484783410759,0.953307552482082,78
0.9517296773633215,0.9412688049321352,0.9536913748532736,79
0.9523440133741058,0.9422430288543253,0.9541062053544844,80
0.9529929715795763,0.9432701495513103,0.9545517908834527,81
0.9536756294237704,0.9443491252192384,0.9550278682629693,82
0.9543910243278878,0.9454788703973269,0.9555341617699495,83
0.95513815310348,0.9466582539830077,0.9560703807733933,84
0.9559159717769459,0.94788609767943,0.9566362174903149,85
0.9567233958269503,0.9491611748808598,0.9572313448694891,86
0.9575593008329597,0.9504822099988924,0.9578554146133927,87
0.9584225235294379,0.9518478782294602,0.9585080553490122,88
0.9593118632564362,0.9532568057574207,0.959188870958239,89
0.960226083793405,0.9547075703921539,0.9598974390783652,90
0.9611639155591667,0.9561987026241073,0.9606333097827494,91
0.9621240581571738,0.9577286870887175,0.9613960044510153,92
0.9631051832415249,0.9592959644206668,0.9621850148372321,93
0.9641059376758189,0.9608989334780751,0.9629998023433703,94
0.9651249469538415,0.9625359539130601,0.9638397975039876,95
0.9661608188483973,0.9642053490621856,0.9647043996865757,96
0.9672121472523557,0.9659054091277163,0.9655929770103407,97
0.968277516174238,0.9676343946183674,0.9665048664844008,98
0.9693555038494588,0.9693905400164046,0.9674393743645265,99
0.9704446869276824,0.9711720576365636,0.9683957767256369,100
0.9715436446966528,0.9729771416413332,0.9693733202453423,101
0.9726509633033289,0.9748039721766735,0.9703712231919329,102
0.9737652399341602,0.976650719592253,0.9713886766083767,103
0.9748850869178554,0.9785155487107402,0.9724248456821497,104
0.9760091357159928,0.98039662311157,0.9734788712891087,105
0.9771360407692292,0.9822921093958924,0.974549871698152,106
0.9782644831696456,0.9842001814010536,0.9756369444221299,107
0.9793931741328423,0.9861190243349244,0.9767391681993683,108
0.9805208582467141,0.9880468388026122,0.9778556050892904,109
0.9816463164773095,0.9899818447005435,0.9789853026649475,110
0.982768368915753,0.9919222849555063,0.9801272962848292,111
0.9838858772538169,0.9938664290889603,0.9812806114260939,112
0.9849977469792949,0.9958125765896997,0.9824442660613567,113
0.9861029292858118,0.9977590600807428,0.983617273061363,114
0.9872004226950384,0.9997042482690766,0.9847986426062786,115
0.9882892743924222,1.0016465486695711,0.9859873845888896,116
0.9893685812804647,1.0035844100969538,0.9871825109937487,117
0.9904374907562348,1.0055163249221695,0.9883830382371726,118
0.9914952012221813,1.0074408310917375,0.9895879894539936,119
