displacement_x,displacement_y,displacement_z,step
0.0,0.0,0.0,0
2.0,-2.0,0.0,1
1.999872232575477,-1.999836644448306,0.0,2
1.9997432988975534,-1.9996720760855302,0.0,3
1.999613200222884,-1.999506301510456,0.0,4
1.9994819379647,-1.9993393274368032,0.0,5
1.999349513692397,-1.9991711606918614,0.0,6
1.9992159291310718,-1.9990018082150975,0.0,7
1.9990811861610138,-1.9988312770567334,0.0,8
1.9989452868171496,-1.9986595743763003,0.0,9
1.9988082332884414,-1.9984867074411679,0.0,10
1.9986700279172407,-1.998312683625052,0.0,11
1.9985306731985977,-1.9981375104064956,0.0,12
1.9983901717795267,-1.9979611953673333,0.0,13
1.9982485264582293,-1.997783746191131,0.0,14
1.998105740183275,-1.9976051706616094,0.0,15
1.997961816052743,-1.9974254766610482,0.0,16
1.9978167573133208,-1.9972446721686707,0.0,17
1.9976705673593644,-1.9970627652590172,0.0,18
1.9975232497319229,-1.9968797641002993,0.0,19
1.9973748081177205,-1.9966956769527393,0.0,20
1.997225246348108,-1.9965105121669011,0.0,21
1.9970745683979727,-1.9963242781820043,0.0,22
1.9969227783846193,-1.9961369835242297,0.0,23
1.996769880566612,-1.9959486368050159,0.0,24
1.9966158793425883,-1.9957592467193432,0.0,25
1.9964607792500382,-1.9955688220440144,0.0,26
1.9963045849640535,-1.9953773716359247,0.0,27
1.9961473012960493,-1.9951849044303274,0.0,28
1.9959889331924532,-1.994991429439097,0.0,29
1.99582948573337,-1.9947969557489842,0.0,30
1.9956689641312173,-1.9946014925198703,0.0,31
1.9955073737293387,-1.9944050489830212,0.0,32
1.9953447200005892,-1.9942076344393374,0.0,33
1.9951810085458983,-1.9940092582576063,0.0,34
1.9950162450928102,-1.9938099298727554,0.0,35
1.9948504354940044,-1.993609658784106,0.0,36
1.9946835857257925,-1.9934084545536304,0.0,37
1.9945157018865984,-1.9932063268042133,0.0,38
1.9943467901954173,-1.9930032852179191,0.0,39
1.9941768569902605,-1.99279933953426,0.0,40
1.9940059087265825,-1.9925944995484755,0.0,41
1.9938339519756896,-1.9923887751098168,0.0,42
1.993660993423139,-1.9921821761198386,0.0,43
1.9934870398671225,-1.9919747125307001,0.0,44
1.9933120982168355,-1.9917663943434765,0.0,45
1.9931361754908372,-1.991557231606479,0.0,46
1.9929592788154011,-1.9913472344135865,0.0,47
1.9927814154228518,-1.9911364129025892,0.0,48
1.9926025926498974,-1.9909247772535434,0.0,49
1.9924228179359518,-1.990712337687142,0.0,50
1.9922420988214515,-1.9904991044630937,0.0,51
1.9920604429461655,-1.990285087878522,0.0,52
1.9918778580475003,-1.9900702982663743,0.0,53
1.9916943519588024,-1.9898547459938494,0.0,54
1.9915099326076557,-1.98963844146084,0.0,55
1.9913246080141764,-1.9894213950983906,0.0,56
1.9911383862893095,-1.9892036173671743,0.0,57
1.990951275633119,-1.9889851187559857,0.0,58
1.990763284333084,-1.9887659097802506,0.0,59
1.990574420762393,-1.9885460009805576,0.0,60
1.990384693378238,-1.9883254029212043,0.0,61
1.9901941107201155,-1.9881041261887662,0.0,62
1.9900026814081264,-1.987882181390681,0.0,63
1.989810414141283,-1.9876595791538576,0.0,64
