arm1,arm2,arm3,step
1.4142135623730951,1.4142135623730951,1.4142135623730951,0
1.4091409520115594,1.4087536263777987,1.4083921318711463,1
1.404108121639496,1.4033442255074438,1.4026144037942305,2
1.3991151672586477,1.397985420234624,1.3968806921998744,3
1.3941621812464038,1.3926772659893958,1.3911913063298176,4
1.3892492523355446,1.3874198131486029,1.385546550406977,5
1.3843764655945123,1.3822131070280437,1.379946723432891,6
1.3795439024081708,1.3770571878775069,1.3743921189859436,7
1.3747516404590139,1.371952090878688,1.3688830250206656,8
1.3699997537087893,1.3668978461459964,1.363419723668433,9
1.3652883123805033,1.3618944787302645,1.3580024910398736,10
1.3606173829407722,1.3569420086253512,1.3526315970293097,11
1.3559870280824915,1.3520404507776458,1.3473073051215572,12
1.3513973067077947,1.3471898150984525,1.3420298722014243,13
1.3468482739112746,1.342390106479246,1.336799548366235,14
1.3423399809634473,1.337641324809777,1.3316165767417212,15
1.3378724752944375,1.3329434649990002,1.3264811933016227,16
1.3334458004778722,1.3282965169987921,1.3213936266913329,17
1.3290599962149674,1.3237004658304254,1.3163540980559343,18
1.3247150983188065,1.31915529161375,1.3113628208729637,19
1.3204111386988013,1.3146609695990417,1.3064200007902422,20
1.3161481453453419,1.3102174702014544,1.3015258354691088,21
1.3119261423146384,1.3058247590380265,1.2966805144333862,22
1.307745149713772,1.3014827969671696,1.291884218924408,23
1.3036051836859652,1.2971915401305742,1.2871371217624257,24
1.2995062563960997,1.292950939997456,1.282439387214713,25
1.2954483760165074,1.288760943411065,1.2777911708706693,26
1.2914315467130686,1.2846214926373736,1.2731926195242202,27
1.2874557686316572,1.280532525415854,1.2686438710638084,28
1.2835210378849786,1.2764939750122546,1.2641450543702402,29
1.2796273465398507,1.2725057702732776,1.2596962892226615,30
1.2757746826049854,1.2685678356830612,1.2552976862129108,31
1.271963030019333,1.264680091421359,1.2509493466684836,32
1.2681923686410599,1.2608424534233162,1.2466513625843347,33
1.2644626742372298,1.2570548334407294,1.2424038165637241,34
1.2607739184742697,1.2533171391046825,1.238206781768291,35
1.257126068909308,1.2496292739894455,1.2340603218775361,36
1.2535190889824692,1.2459911376775206,1.2299644910578595,37
1.249952938010222,1.2424026258257228,1.2259193339412882,38
1.2464275711798811,1.2388636302321787,1.2219248856140144,39
1.2429429395453633,1.235374038904123,1.2179811716148305,40
1.2394989900243043,1.231933736126384,1.2140882079435382,41
1.2360956653966495,1.2285426025304356,1.2102460010793825,42
1.232732904304828,1.2252005151639014,1.206454548009538,43
1.2294106412556298,1.221907347560402,1.202713836267657,44
1.2261288066238982,1.218662969809627,1.1990238439824592,45
1.2228873266581644,1.215467248627523,1.1953845399363285,46
1.2196861234883374,1.2123200474264912,1.191795883633852,47
1.216525115135577,1.2092212263854856,1.188257825380214,48
1.2134042155244664,1.2061706425199128,1.1847703063693409,49
1.2103233344976065,1.2031681497512285,1.1813332587816603,50
