arm1,arm2,arm3,step
1.4142135623730951,1.4142135623730951,1.4142135623730951,0
1.3853918563402,1.3816383627102795,1.3838454087759413,1
1.358237305836175,1.35164780215374,1.355238720853896,2
1.3326520337820855,1.3240748180385538,1.3283073420469111,3
1.3085428946559081,1.298747945329878,1.3029672277470534,4
1.2858223098254826,1.2754943201456257,1.279137242034636,5
1.2644087038251286,1.2541424787132938,1.2567396647371125,6
1.2442265912897341,1.234524869925155,1.2357004390779611,7
1.2252063804059536,1.2164800219906045,1.2159492037370947,8
1.2072839662239105,1.1998543268724489,1.1974191604067592,9
1.1904001869886183,1.1845034283601472,1.1800468293390456,10
1.1745002104679227,1.1702932192965667,1.1637717419870237,11
1.1595329070257654,1.1571004696468086,1.1485361130095324,12
1.145450253823697,1.1448131192930633,1.1342845250748428,13
1.1322068016665625,1.1333302776191094,1.120963650363288,14
1.1197592238871739,1.1225619764164918,1.1085220234795483,15
1.1080659561186383,1.1124287239307922,1.096909872378546,16
1.0970869272783539,1.1028609066120694,1.086079007316983,17
1.0867833757198013,1.0937980819999333,1.0759827629341552,18
1.0771177402049799,1.0851882017775472,1.0665759853062182,19
1.068053612872798,1.076986798903405,1.0578150540341589,20
1.0595557404098352,1.0691561673082155,1.0496579288638588,21
1.0515900598270047,1.0616645572584111,1.0420642107116505,22
1.0441237562776484,1.0544854043768324,1.034995207999473,23
1.037125331923182,1.0475966056345711,1.0284140006367315,24
1.0305646767125107,1.0409798514809363,1.022285495608903,25
1.0244131338935492,1.0346200197057118,1.0165764697799755,26
1.0186435549720256,1.0285046336363644,1.011255597066746,27
1.0132303405727527,1.0226233848424924,1.0062934585191392,28
1.0081494651788148,1.0169677186119972,1.0016625349980977,29
1.0033784849934821,1.0115304790278707,0.997337183064872,30
0.9988965291808982,1.0063056094544804,0.9932935953866718,31
0.9946842755051017,1.0012879035787663,0.9895097474414533,32
0.9907239119246565,0.9964728017864631,0.9859653325953314,33
0.9869990860408627,0.991856227530825,0.9826416877600189,34
0.9834948444731322,0.9874344584200412,0.9795217118459478,35
0.9801975642777863,0.9832040269635371,0.976589779139081,36
0.9770948784668617,0.9791616462362577,0.9738316495728425,37
0.97417559754918,0.9753041561091981,0.9712343776644374,38
0.9714296288310508,0.9716284861249987,0.9687862216566118,39
0.968847894998879,0.968131631545813,0.966476554167311,40
0.9664222532770764,0.9648106395483206,0.9642957754128144,41
0.9641454162249982,0.9616626029735639,0.9622352298437128,42
0.9620108750158226,0.9586846594469912,0.9602871268237471,43
0.9600128258352663,0.9558739940597837,0.9584444657929624,44
0.9581460998533198,0.9532278441420786,0.956700966190956,45
0.9564060970603833,0.9507435049602292,0.9550510022738674,46
0.954788724121348,0.9484183354336125,0.9534895428397524,47
0.9532903362871626,0.9462497631930027,0.9520120957799311,48
0.9519076833122453,0.9442352884943486,0.9506146572970734,49
0.950637859256147,0.9423724866618154,0.949293665572181,50
0.9494782559971259,0.9406590088653888,0.9480459586200758,51
0.9484265202515215,0.9390925811446267,0.9468687360443088,52
0.9474805138737329,0.9376710016746329,0.9457595243854477,53
0.9466382772048777,0.9363921363362918,0.9447161457495119,54
0.9458979952416396,0.9352539127032494,0.9437366894040469,55
0.9452579664083216,0.9342543125957601,0.9428194860364147,56
0.9447165737327683,0.9333913633787373,0.9419630843808602,57
0.9442722582488813,0.9326631282001905,0.9411662299366255,58
0.9439234944733361,0.9320676953783746,0.9404278455178224,59
0.9436687678304433,0.9316031671528238,0.9397470133960758,60
0.9435065539256443,0.9312676480170249,0.9391229588184729,61
0.943435299593846,0.9310592328496425,0.9385550347055484,62
0.9434534056727577,0.9309759950574722,0.9380427073564409,63
0.9435592114728456,0.9310159749370923,0.9375855430106811,64
0.9437509809338356,0.9311771684537276,0.9371831951379922,65
0.9440268904723887,0.9314575166252507,0.9368353923487996,66
0.944385018536296,0.9318548956866326,0.9365419268386557,67
0.9448233368870658,0.9323671081954954,0.9363026432993193,68
0.9453397036350292,0.9329918752228112,0.9361174282476212,69
0.9459318580491115,0.9337268297542481,0.9359861997403528,70
0.9465974171573818,0.9345695114073411,0.9359088974590695,71
0.9473338741447239,0.935517362547723,0.9358854731627744,72
0.9481385985408542,0.936567725864358,0.9359158815187868,73
0.9490088381760083,0.9377178434394012,0.9360000713325842,74
0.9499417228635174,0.9389648573233775,0.9361379772059248,75
0.9509342697488884,0.9403058116012829,0.936329511659032,76
0.9519833902446188,0.9417376559104862,0.9365745577569908,77
0.9530858984495567,0.9432572503474731,0.9368729622827803,78
0.954238520931913,0.9448613716780655,0.9372245294995531,79
0.9554379077367225,0.9465467207452928,0.9376290155429878,80
0.9566806444623106,0.9483099309510503,0.9380861234808905,81
0.9579632652366653,0.9501475776724673,0.9385954990719048,82
0.9592822664140298,0.9520561884618464,0.9391567272484258,83
0.9606341208048181,0.9540322538703585,0.9397693293408614,84
0.9620152922483328,0.956072238730494,0.9404327610515446,85
0.9634222503377967,0.9581725937306137,0.9411464111771789,86
0.9648514851108323,0.9603297671167028,0.9419096010690082,87
0.9662995215255662,0.9625402163614255,0.9427215848102611,88
0.9677629335527141,0.9648004196485104,0.9435815500811339,89
0.9692383577269351,0.9671068870310445,0.9444886196728918,90
0.970722506016,0.9694561711349632,0.9454418536048572,91
0.9722121778834143,0.97184487729348,0.9464402517912824,92
0.973704271438539,0.9742696730139317,0.9474827571995431,93
0.9751957935874795,0.9767272966950309,0.9485682594368222,94
0.9766838691175331,0.9792145655294052,0.9496955986995557,95
0.9781657486673474,0.9817283825431076,0.9508635700183615,96
