angle1,angle2,step
90.0,270.0,0
91.89517845693749,268.22711348262914,1
93.76295396393512,266.4828101079071,2
95.59934009902065,264.771268487578,3
97.40097274317749,263.0960832150448,4
99.16510780944456,261.4602568999386,5
100.88960152964945,259.86620945717857,6
102.5728767044406,258.3158018633605,7
104.21387848739172,256.81037129037287,8
105.81202316029577,255.35077448982113,9
107.36714303716778,253.9374364777141,10
108.87943018401059,252.57040189434684,11
110.34938112800991,251.24938682806942,12
111.77774420873432,249.97382934021556,13
113.16547073539135,248.7429373699101,14
114.5136706839286,247.5557331023921,15
115.82357330887156,246.41109323523114,16
117.0964927605642,245.30778486553692,17
118.3337985853487,244.2444969474999,18
119.53689083636758,243.2198674378515,19
120.70717942617101,242.23250636445968,20
121.84606729869525,241.28101512887233,21
122.95493697749026,240.36400239583088,22
124.0351400504657,239.48009693959074,23
125.08798917144398,238.62795781520455,24
126.1147521894492,237.8062822084726,25
127.11664805326855,237.0138112955578,26
128.09484417794354,236.2493344157581,27
129.05045499901644,235.5116918311773,28
129.98454147791466,234.79977631683767,29
130.8981113567648,234.11253379536922,30
131.7921199926058,233.44896320258522,31
132.66747162918958,232.8081157444692,32
133.5250209892988,232.1890936826108,33
134.3655750919307,231.59104876400207,34
135.1898952170272,231.01318039231697,35
135.99869895596603,230.4547336212504,36
136.79266229907208,229.91499703604072,37
137.57242172227373,229.3933005767876,38
138.33857624399926,228.8890133464189,39
139.09168943076241,228.40154143699496,40
139.83229133586136,227.9303258002838,41
140.56088036042937,227.47484018204005,42
141.27792502991682,227.03458913401874,43
141.98386568211907,226.6091061133139,44
142.67911606522796,226.19795167499737,45
143.36406484620235,225.80071176113452,46
144.03907703112083,225.4169960869592,47
144.70449530018493,225.0464366232122,48
145.36064126075553,224.68868617229657,49
146.0078166222843,224.3434170349126,50
146.6463042973002,224.01031976313683,51
147.27636943276235,223.68910199545033,52
147.8982603761342,223.37948736895336,53
148.51220958049072,223.0812145038895,54
149.118434452867,222.7940360556015,55
149.71713814990827,222.51771782913508,56
150.3085103247006,222.25203795186226,57
150.89272782846257,221.99678609970147,58
151.4699553705677,221.75176277274736,59
152.04034614014978,221.51677861637828,60
152.60404239232923,221.2916537841734,61
153.16117600188545,221.07621733923952,62
153.71186898699423,220.8703066908092,63
154.25623400545183,220.67376706322833,64
154.79437482561897,220.48645099469462,65
155.32638677413885,220.30821786334226,66
155.85235716231537,220.1389334384854,67
156.37236569287924,219.97846945503747,68
156.8864848487218,219.82670320931433,69
157.394780265037,219.68351717460362,70
157.8973110861833,219.54879863504698,71
158.39413030845594,219.42243933652898,72
158.88528510984852,219.30433515340653,73
159.3708171677762,219.1943857700355,74
159.85076296563687,219.09249437616884,75
160.32515408899502,218.99856737540418,76
160.79401751208795,218.91251410595652,77
161.25737587527604,218.83424657311778,78
161.7152477539845,218.76367919284684,79
162.16764791961631,218.70072854600556,80
162.61458759285298,218.64531314282337,81
163.05607468970058,218.59735319723222,82
163.4921140605843,218.55677041076976,83
163.9227077227448,218.52348776579643,84
164.3478550861439,218.49742932781768,85
164.76755317304384,218.47852005674085,86
165.1817968313871,218.46668562693222,87
165.59057894206882,218.4618522559705,88
165.99389062016184,218.46394654201927,89
166.39172141012716,218.47289530976417,90
166.78405947501903,218.48862546488033,91
167.17089177967134,218.51106385700984,92
167.55220426783495,218.54013715124262,93
167.92798203322175,218.57577170810168,94
168.29820948439726,218.61789347204027,95
168.66287050345787,218.6664278684602,96
169.02194859842038,218.72129970926127,97
169.37542704925025,218.78243310692667,98
169.72328904745348,218.8497513971457,99
170.06551782915952,218.9231770699651,100
170.4020968016268,219.00263170945004,101
170.73300966310956,219.08803594182305,102
171.05824051603216,219.17930939203492,103
171.3777739734291,219.27637064870348,104
171.6915952586192,219.3791372373398,105
171.99969029809944,219.48752560176038,106
172.302045807653,219.60145109356435,107
172.59864937168996,219.72082796953225,108
172.88948951584868,219.84556939678146,109
173.1745557729086,219.97558746549007,110
173.45383874208096,220.11079320897892,111
173.7273301417635,220.25109663091777,112
173.99502285586198,220.39640673940008,113
174.2569109738033,220.5466315876081,114
174.5129898243787,220.7016783207691,115
174.7632560035764,220.86145322908345,116
175.00770739657966,221.02586180628555,117
175.2463431941208,221.19480881348144,118
175.4791639033986,221.36819834789026,119
175.70617135377972,221.54593391610268,120
175.92736869751968,221.72791851145578,121
176.14276040574651,221.91405469511412,122
176.35235225996615,222.10424468043735,123
176.55615133935228,222.29839042020816,124
176.75416600409423,222.49639369629028,125
176.94640587508079,222.69815621128382,126
177.13288181020127,222.9035796817453,127
177.3136058775512,223.1125659325421,128
177.48859132582746,223.3250169919154,129
177.657852552198,223.54083518683277,130
177.82140506793297,223.75992323821987,131
177.97926546207358,223.98218435567145,132
178.13145136342305,224.20752233125515,133
178.27798140111844,224.43584163203485,134
178.41887516405717,224.66704749095814,135
178.55415315942872,224.90104599576787,136
178.68383677059583,225.1377441756188,137
178.80794821456462,225.37705008509886,138
178.92651049926522,225.61887288537696,139
179.03954738086153,225.86312292221973,140
179.1470833212807,226.10971180064385,141
179.24914344616553,226.35855245599282,142
179.3457535034148,226.60955922125046,143
179.43693982247026,226.86264789042698,144
179.5227292745181,227.1177357778782,145
179.60314923372263,227.3747417734397,146
179.67822753961153,227.63358639328337,147
179.74799246074852,227.89419182642382,148
179.81247265976677,228.1564819768269,149
179.87169715983075,228.42038250109124,150
179.9256953126529,228.6858208416963,151
179.97449676805806,228.95272625582885,152
180.01813144524752,229.22102983981907,153
180.05662950557496,229.49066454923405,154
180.09002132718462,229.761565214695,155
180.1183374813003,230.03366855349614,156
180.14160871015363,230.30691317712143,157
180.15986590675007,230.58123959476515,158
180.1731400962755,230.85659021297457,159
180.18146241917546,231.1329093315448,160
180.18486411598028,231.41014313580223,161
180.1833765136923,231.68823968542438,162
180.17703101383103,231.9671488999467,163
180.16585908201588,232.24682254111633,164
180.1498922390983,232.52721419225446,165
180.12916205376007,232.8082792347938,166
180.1037001365204,233.0899748221593,167
180.0735381351749,233.37225985116203,168
180.03870773146284,233.65509493107743,169
179.9992406394928,233.9384423505763,170
179.95516860315772,234.22226604267942,171
179.90652339979442,234.5065315479011,172
179.85333683844848,234.79120597574862,173
179.79564076382158,235.07625796473675,174
179.73346705942689,235.36165764107722,175
179.66684765192554,235.64737657619617,176
179.59581451628185,235.9333877432304,177
179.5203996817412,236.21966547264523,178
179.4406352385192,236.50618540711574,179
179.3565533451686,236.79292445580498,180
179.26818623656072,237.0798607481672,181
179.1755662324293,237.366973587401,182
179.0787257464173,237.654243403669,183
178.97769729557893,237.9416517071952,184
178.87251351028303,238.2291810413474,185
178.7632071444626,238.5168149358032,186
178.64981108616914,238.80453785989533,187
178.53235836838124,239.09233517622363,188
178.41088218001246,239.3801930946182,189
178.28541587708366,239.66809862652966,190
178.15599299401316,239.9560395399207,191
178.02264725497182,240.24400431472452,192
177.88541258527462,240.53198209893296,193
177.74432312275607,240.81996266537223,194
177.59941322909512,241.1079363692175,195
177.45071750105078,241.39589410629682,196
177.29827078156373,241.6838272722261,197
177.14210817069377,241.9717277224174,198
176.98226503635303,242.25958773299553,199
176.81877702479633,242.54739996265636,200
176.65168007084003,242.83515741549562,201
176.48101040776783,243.1228534048353,202
176.30680457689408,243.41048151806953,203
176.12909943675044,243.6980355825514,204
175.94793217186302,243.9855096325382,205
175.76334030108728,244.27289787721,206
175.57536168547185,244.5601946697749,207
175.38403453561773,244.847394477672,208
175.189397418506,245.13449185388106,209
174.99148926376168,245.42148140934555,210
174.79034936932806,245.7083577865151,211
174.58601740652182,245.99511563401123,212
174.37853342444217,246.28174958241814,213
174.16793785370933,246.5682542212009,214
173.95427150950442,246.85462407674967,215
173.73757559388883,247.14085359154956,216
173.5178916973774,247.4269371044733,217
173.2952617997464,247.71286883219346,218
173.0697282700502,247.99864285170992,219
172.84133386583164,248.28425308398727,220
172.6101217315038,248.56969327869623,221
172.37613539588799,248.85495700005126,222
172.13941876889007,249.14003761373795,223
171.90001613730323,249.42492827492055,224
171.65797215972185,249.7096219173205,225
171.41333186055763,249.99411124335612,226
171.16614062314733,250.27838871533214,227
170.9164441819456,250.56244654766783,228
170.66428861379705,250.8462767001508,229
170.4097203282846,251.12987087220375,230
170.15278605715298,251.41322049814931,231
169.8935328428076,251.69631674345908,232
169.63200802589375,251.97915050197037,233
169.36825923196014,252.26171239405429,234
169.10233435721528,252.54399276571814,235
168.8342815533882,252.82598168862282,236
168.56414921170406,253.10766896099707,237
168.29198594599364,253.38904410942783,238
168.01784057495078,253.67009639150538,239
167.741762103561,253.95081479930158,240
167.4637997037236,254.2311880636581,241
167.18400269409238,254.51120465926056,242
166.90242051916323,254.7908528104736,243
166.61910272763987,255.0701204979106,244
166.33409895010948,255.3489954657123,245
166.0474588760644,255.62746522950465,246
165.759232230308,255.90551708500882,247
165.46946874878265,256.18313811727256,248
165.1782181538647,256.460315210493,249
164.88553012916756,256.737035058398,250
164.5914542939013,257.013284175157,251
164.29604017683448,257.289048906784,252
163.99933718990923,257.5643154430024,253
163.70139460155934,257.8390698295355,254
163.40226150978427,258.1132979807887,255
163.101986815032,258.38698569288607,256
162.8006191929454,258.66011865702797,257
162.49820706702747,258.9326824731302,258
162.1947985812811,259.20466266371074,259
161.89044157287964,259.47604468798505,260
161.58518354492514,259.7468139561336,261
161.27907163935078,260.01695584370515,262
160.972152610024,260.2864557061168,263
160.6644727961062,260.5552988932161,264
160.35607809572545,260.82347076386696,265
160.04701394001592,261.0909567005229,266
159.7373252675793,261.35774212375253,267
159.4270564994197,261.6238125066817,268
159.11625151440458,261.8891533893163,269
158.8049536253012,262.1537503927131,270
158.49320555543702,262.41758923296504,271
158.18104941603056,262.68065573496744,272
157.8685266842371,262.94293584593555,273
157.55567818195203,263.2044156486418,274
157.24254405541117,263.46508137434466,275
156.92916375562638,263.7249194153799,276
156.61557601969142,263.9839163373895,277
156.30181885299046,264.2420588911621,278
155.98792951233904,264.49933402406083,279
155.67394449008472,264.7557288910173,280
155.3598994991915,265.01123086507073,281
155.0458294593293,265.26582754743333,282
154.73176848398654,265.5195067770638,283
154.4177498686218,265.77225663973456,284
154.10380607986642,266.02406547657756,285
153.78996874578777,266.2749218920965,286
153.47626864721985,266.5248147616353,287
153.16273571016396,266.77373323829306,288
152.84939899926187,267.02166675927947,289
152.53628671233727,267.2686050517034,290
152.22342617600256,267.5145381377924,291
151.91084384232192,267.7594563395404,292
151.59856528652188,268.00335028278175,293
151.28661520573567,268.2462109006944,294
150.97501741876704,268.4880294367337,295
150.66379486685605,268.7287974470006,296
150.35296961542716,268.96850680204994,297
150.04256285679813,269.20714968814565,298
149.7325949138272,269.4447186079707,299
149.42308524447134,269.6812063808015,300
149.114052447231,269.91660614215664,301
148.8055142674511,270.15091134293186,302
148.49748760444962,270.3841157480344,303
148.18998851944212,270.6162134345295,304
147.88303224423044,270.8471987893143,305
147.57663319062218,271.0770665063337,306
147.27080496054728,271.3058115833555,307
146.96556035683707,271.53342931831986,308
146.6609113946305,271.75991530528256,309
146.35686931337176,271.98526542996746,310
146.05344458936418,272.2094758649487,311
145.75064694884347,272.43254306448,312
145.44848538153474,272.65446375899035,313
145.14696815465658,272.8752349492656,314
144.8461028273376,273.0948539003346,315
144.54589626540826,273.31331813508046,316
144.24635465653373,273.530625427595,317
143.9474835256527,273.74677379629713,318
143.649287750688,273.9617614968338,319
143.3517715784949,274.17558701478316,320
143.05493864101493,274.3882490581785,321
142.7587919716027,274.59974654987195,322
142.46333402149395,274.8100786197574,323
142.16856667638518,275.01924459686876,324
141.8744912730947,275.2272440013735,325
141.58110861627708,275.43407653647785,326
141.28841899516266,275.63974208026025,327
140.99642220029668,275.8442406774511,328
140.70511754025176,276.0475725311731,329
140.41450385828995,276.24973799465846,330
140.12457954895055,276.4507375629588,331
139.83534257454264,276.65057186466044,332
139.54679048151988,276.8492416536203,333
139.25892041671932,277.04674780073566,334
138.9717291434444,277.24309128575896,335
138.6852130573751,277.4382731891728,336
138.39936820228857,277.6322946841329,337
138.1141902855754,277.82515702849304,338
137.8296746935362,278.01686155692096,339
137.5458165064467,278.2074096731148,340
137.2626105133783,278.3968028421298,341
136.9800512267632,278.5850425828234,342
136.69813289669443,278.7721304604276,343
136.41684952495095,278.9580680792539,344
136.1361948787405,279.1428570755406,345
135.85616250415254,279.3264991104459,346
135.57674573931484,279.5089958631951,347
135.29793772724898,279.69034902438483,348
135.01973142841905,279.8705602894506,349
134.7421196329707,280.04963135230184,350
134.46509497265737,280.2275638991265,351
134.18864993245043,280.4043596023714,352
133.91277686183324,280.5800201148982,353
133.63746798577657,280.75454706431924,354
133.362715415396,280.9279420475149,355
133.08851115829157,281.1002066253332,356
132.8148471285699,281.27134231747465,357
132.54171515655094,281.4413505975607,358
132.26910699816048,281.6102328883891,359
131.99701434401135,281.7779905573737,360
131.72542882817575,281.9446249121709,361
131.4543420366521,282.11013719649003,362
131.1837455155296,282.2745285860894,363
130.91363077885518,282.43780018495465,364
130.64398931620602,282.59995302166004,365
130.37481259997304,282.7609880459104,366
130.10609209235975,282.92090612526175,367
129.83781925210155,283.0797080420201,368
129.56998554091086,283.23739449031433,369
129.3025824296533,283.393966073343,370
129.0356014042608,283.5494233007913,371
128.7690339713871,283.7037665864166,372
128.50287166381193,283.85699624579877,373
128.23710604559977,284.00911249425394,374
127.97172871701875,284.1601154449077,375
127.7067313192271,284.3100051069253,376
127.44210553873197,284.4587813838956,377
127.17784311162802,284.60644407236595,378
126.91393582762159,284.75299286052444,379
126.65037553384681,284.89842732702607,380
126.38715413848026,285.0427469399607,381
126.12426361416017,285.18595105595784,382
125.8616960012167,285.328038919426,383
125.59944341071964,285.4690096619231,384
125.33749802734938,285.6088623016542,385
125.07585211209806,285.74759574309303,386
124.81449800480627,285.8852087767243,387
124.55342812654173,286.02170007890396,388
124.29263498182625,286.15706821183164,389
124.0321111607162,286.29131162363507,390
123.77184934074289,286.4244286485608,391
123.5118422887185,286.5564175072683,392
123.25208286241298,286.68727630722503,393
122.99256401210774,286.8170030431981,394
122.73327878203128,286.9455955978396,395
122.47422031168279,287.0730517423624,396
122.2153818370478,287.1993691373037,397
121.95675669171229,287.32454533337193,398
121.69833830787917,287.44857777237496,399
121.44012021729297,287.5714637882262,400
121.18209605207663,287.6932006080257,401
120.92425954548602,287.8137853532124,402
120.66660453258564,287.93321504078614,403
120.40912495085108,288.05148658459495,404
120.15181484070158,288.1685967966857,405
119.89466834596749,288.2845423887154,406
119.63767971429658,288.39931997341944,407
119.3808432975029,288.5129260661352,408
119.1241535518625,288.6253570863775,409
118.86760503835923,288.736609359464,410
118.6111924228846,288.8466791181877,411
118.35491047639518,288.95556250453325,412
118.09875407503078,289.06325557143634,413
117.84271820019659,289.16975428458255,414
117.58679793861293,289.2750545242428,415
117.3309884823352,289.379152087145,416
117.07528512874713,289.4820426883773,417
116.81968328053021,289.58372196332334,418
116.56417844561226,289.6841854696244,419
116.30876623709727,289.7834286891693,420
116.0534423731798,289.8814470301068,421
115.79820267704551,289.9782358288824,422
115.54304307676115,290.0737903522934,423
115.2879596051554,290.16810579956336,424
115.03294839969348,290.2611773044327,425
114.77800570234712,290.3529999372634,426
114.52312785946197,290.4435687071572,427
114.26831132162485,290.5328785640842,428
114.01355264353191,290.62092440102055,429
113.75884848386005,290.707701056094,430
113.50419560514311,290.79320331473514,431
113.24959087365444,290.87742591183286,432
112.99503125929724,290.96036353389206,433
112.74051383550436,291.04201082119323,434
112.48603577914889,291.1223623699502,435
112.23159437046661,291.2014127344676,436
111.97718699299195,291.27915642929315,437
111.72281113350829,291.35558793136636,438
111.46846438201402,291.4307016821603,439
111.2141444317051,291.5044920898159,440
110.9598490789753,291.5769535312671,441
110.7055762234351,291.6480803543561,442
110.45132386795001,291.7178668799361,443
110.19709011869901,291.7863074039625,444
109.94287318525424,291.853396199569,445
109.68867138068224,291.91912751912855,446
109.43448312166757,291.98349559629827,447
109.18030692865945,292.0464946480467,448
108.9261414260418,292.1081188766616,449
108.67198534232737,292.16836247173904,450
108.41783751037617,292.22721961215075,451
108.16369686763882,292.2846844679902,452
107.90956245642487,292.340751202495,453
