displacement_x,displacement_y,displacement_z,step
0.0,0.0,0.0,0
2.0,-2.0,0.0,1
1.9994889303019074,-1.9993465777932238,0.0,2
1.998968774413369,-1.9986860519118268,0.0,3
1.9984395718537278,-1.99801858992471,0.0,4
1.9979013720814986,-1.9973443623779668,0.0,5
1.9973542338756347,-1.9966635422831314,0.0,6
1.9967982246977745,-1.9959763045885819,0.0,7
1.996233420041698,-1.9952828256407056,0.0,8
1.9956599027759607,-1.9945832826411998,0.0,9
1.995077762485351,-1.9938778531065697,0.0,10
1.994487094816455,-1.9931667143354848,0.0,11
1.9938880008322057,-1.9924500428892018,0.0,12
1.9932805863798522,-1.9917280140897387,0.0,13
1.9926649614763345,-1.9910008015399505,0.0,14
1.9920412397145688,-1.9902685766690902,0.0,15
1.9914095376936793,-1.9895315083068463,0.0,16
1.9907699744757332,-1.9887897622883066,0.0,17
1.990122671071071,-1.9880435010917108,0.0,18
1.9894677499538735,-1.9872928835103367,0.0,19
1.9888053346091745,-1.986538064359357,0.0,20
1.9881355491121204,-1.9857791942180278,0.0,21
1.9874585177399027,-1.9850164192071533,0.0,22
1.9867743646164275,-1.9842498808013675,0.0,23
1.9860832133894804,-1.9834797156754524,0.0,24
1.9853851869398529,-1.9827060555836025,0.0,25
1.9846804071216466,-1.9819290272702987,0.0,26
1.9839689945327494,-1.981148752411248,0.0,27
1.9832510683142996,-1.9803653475826821,0.0,28
1.9825267459777938,-1.979578924257176,0.0,29
1.9817961432583715,-1.9787895888240636,0.0,30
1.9810593739927191,-1.9779974426324674,0.0,31
1.9803165500199658,-1.9772025820549346,0.0,32
1.9795677811038979,-1.9764050985696686,0.0,33
1.978813174874802,-1.9756050788593733,0.0,34
1.9780528367892454,-1.9748026049247633,0.0,35
1.9772868701061206,-1.9739977542108564,0.0,36
1.976515375877312,-1.9731905997442412,0.0,37
1.9757384529513902,-1.9723812102795857,0.0,38
1.974956197988803,-1.971569650453761,0.0,39
1.974168705487089,-1.9707559809460342,0.0,40
1.973376067814724,-1.969940258642904,0.0,41
1.9725783752522912,-1.9691225368062473,0.0,42
1.9717757160397404,-1.9683028652435528,0.0,43
1.9709681764286038,-1.9674812904791228,0.0,44
1.9701558407381128,-1.9666578559252292,0.0,45
1.9693387914142562,-1.9658326020523094,0.0,46
1.9685171090909068,-1.9650055665573771,0.0,47
1.9676908726522269,-1.9641767845299316,0.0,48
1.9668601592956536,-1.9633462886147233,0.0,49
1.9660250445948386,-1.9625141091708216,0.0,50
1.9651856025620011,-1.9616802744265147,0.0,51
1.9643419057092228,-1.9608448106296332,0.0,52
1.9634940251082824,-1.9600077421929707,0.0,53
1.9626420304486962,-1.9591690918345261,0.0,54
1.9617859900936871,-1.9583288807123584,0.0,55
1.9609259711338614,-1.9574871285538944,0.0,56
1.960062039438426,-1.9566438537795736,0.0,57
1.9591942597038234,-1.9557990736207727,0.0,58
1.9583226954997028,-1.95495280423197,0.0,59
1.9574474093121834,-1.9541050607971644,0.0,60
1.9565684625844049,-1.9532558576305887,0.0,61
1.9556859157543782,-1.9524052082717716,0.0,62
1.9547998282901877,-1.9515531255750542,0.0,63
1.9539102587226087,-1.9506996217936599,0.0,64
1.9530172646752277,-1.9498447086584518,0.0,65
1.9521209028921676,-1.9489883974515203,0.0,66
1.9512212292635271,-1.9481306990747613,0.0,67
1.9503182988486687,-1.9472716241136043,0.0,68
1.9494121658974732,-1.9464111828960795,0.0,69
1.9485028838697107,-1.9455493855473913,0.0,70
1.9475905054526592,-1.9446862420401971,0.0,71
1.9466750825771195,-1.9438217622407779,0.0,72
1.9457566664319639,-1.9429559559512892,0.0,73
1.9448353074773626,-1.9420888329482928,0.0,74
1.9439110554568257,-1.9412204030177558,0.0,75
1.9429839594081963,-1.9403506759867102,0.0,76
1.9420540676737261,-1.93947966175176,0.0,77
1.9411214279093572,-1.9386073703046245,0.0,78
1.9401860870933345,-1.9377338117548986,0.0,79
1.9392480915342616,-1.9368589963502025,0.0,80
1.9383074868787065,-1.9359829344939041,0.0,81
1.9373643181184612,-1.9351056367605717,0.0,82
1.9364186295975494,-1.934227113909322,0.0,83
1.9354704650190713,-1.9333473768952283,0.0,84
1.934519867451964,-1.9324664368789237,0.0,85
1.9335668793377545,-1.9315843052345607,0.0,86
1.9326115424973738,-1.9307009935562525,0.0,87
1.9316538981380893,-1.9298165136631367,0.0,88
1.9306939868606148,-1.9289308776031848,0.0,89
1.9297318486664443,-1.9280440976558753,0.0,90
1.9287675229654542,-1.9271561863338498,0.0,91
1.9278010485838077,-1.9262671563836515,0.0,92
1.9268324637721972,-1.9253770207856602,0.0,93
1.9258618062144488,-1.9244857927533057,0.0,94
1.9248891130365127,-1.923593485731659,0.0,95
1.9239144208158536,-1.9227001133954875,0.0,96
1.9229377655912576,-1.9218056896468436,0.0,97
1.9219591828730618,-1.9209102286122717,0.0,98
1.920978707653816,-1.9200137446396948,0.0,99
1.9199963744193735,-1.9191162522950502,0.0,100
1.919012217160414,-1.91821776635873,0.0,101
1.9180262693843921,-1.9173183018218816,0.0,102
1.917038564127907,-1.9164178738826219,0.0,103
1.916049133969485,-1.9155164979422044,0.0,104
1.915058011042758,-1.9146141896011937,0.0,105
1.9140652270500351,-1.9137109646556723,0.0,106
1.9130708132762448,-1.9128068390935222,0.0,107
1.912074800603233,-1.9119018290908147,0.0,108
1.9110772195244037,-1.9109959510083279,0.0,109
1.9100781001596796,-1.910089221388229,0.0,110
1.909077472270765,-1.9091816569509337,0.0,111
1.9080753652766906,-1.9082732745921673,0.0,112
