arm1,arm2,arm3,step
1.4142135623730951,1.4142135623730951,1.4142135623730951,0
1.4115893986556132,1.4112003297023337,1.4115148297176208,1
1.4089828342336599,1.4082127292400044,1.408833636645645,2
1.4063937798308237,1.4052506190475724,1.4061699067072355,3
1.4038221463051472,1.4023138566152475,1.4035235635099987,4
1.4012678446607536,1.3994022988871708,1.4008945307269407,5
1.3987307860591849,1.3965158022865543,1.3982827321041136,6
1.39621088183045,1.393654222740765,1.3956880914680476,7
1.3937080434837814,1.390817415706341,1.3931105327329694,8
1.391222182718101,1.3880052361939357,1.3905499799078065,9
1.3887532114321937,1.385217538793175,1.3880063571029817,10
1.3863010417345882,1.3824541776974253,1.3854795885369922,11
1.3838655859531466,1.3797150067284578,1.3829695985427812,12
1.381446756644361,1.376999879361005,1.3804763115738996,13
1.3790444666023578,1.3743086487471983,1.377999652210459,14
1.3766586288676141,1.371641167740879,1.3755395451648789,15
1.3742891567353805,1.368997288921776,1.3730959152874291,16
1.371935963763817,1.3663768646195393,1.3706686875715692,17
1.369598963781841,1.363779746937625,1.3682577871590857,18
1.367278070896688,1.3612057877770196,1.365863139345032,19
1.3649731995011898,1.3586548388598028,1.3634846695824687,20
1.3626842642807682,1.3561267517525322,1.3611223034870124,21
1.360411180220149,1.3536213778894512,1.3587759668411878,22
1.3581538626097982,1.3511385685955086,1.3564455855985944,23
1.3559122270520807,1.3486781751091825,1.3541310858878814,24
1.353686189467147,1.346240048605105,1.3518323940165407,25
1.3514756660985496,1.3438240402164776,1.3495494364745158,26
1.349280573518589,1.3414300010572728,1.347282139937633,27
1.3471008286333994,1.3390577822442158,1.345030431270854,28
1.3449363486877681,1.3367072349185385,1.342794237531358,29
1.3427870512697004,1.3343782102675024,1.3405734859714495,30
1.3406528543147278,1.3320705595456812,1.3383681040413027,31
1.3385336761099649,1.329784134096003,1.3361780193915387,32
1.3364294352979196,1.3275187853705392,1.3340031598756432,33
1.3343400508800594,1.3252743649510434,1.3318434535522263,34
1.3322654422201379,1.323050724569227,1.3296988286871276,35
1.330205529047284,1.3208477161267738,1.327569213755371,36
1.3281602314588614,1.3186651917150847,1.3254545374429711,37
1.3261294699231,1.316503003634749,1.3233547286485963,38
1.3241131652815021,1.314361004414739,1.321269716485091,39
1.322111238751033,1.312239046831323,1.3191994302808603,40
1.3201236119260933,1.3101369839266925,1.3171437995811222,41
1.3181502067802844,1.3080546690273018,1.3151027541490283,42
1.3161909456679657,1.3059919557619144,1.3130762239666596,43
1.3142457513256136,1.303948698079352,1.3110641392358988,44
1.3123145468729804,1.30192475026595,1.309066430379183,45
1.3103972558140655,1.2999199669627048,1.3070830280401413,46
1.308493802037897,1.297934203182121,1.3051138630841208,47
1.3066041098191312,1.2959673143247512,1.3031588665986018,48
1.3047281038184764,1.2940191561954253,1.3012179698935125,49
1.3028657090829412,1.2920895850191685,1.299291104501437,50
1.301016851045918,1.2901784574568085,1.2973782021777305,51
1.2991814555270995,1.2882856306202635,1.2954791949005366,52
1.2973594487322413,1.286410962087517,1.293594014870717,53
1.295550757252767,1.284554309917273,1.291722594511691,54
1.293755308065227,1.2827155326632902,1.2898648664691945,55
1.2919730285306121,1.2808944893884002,1.2880207636109549,56
1.290203846393529,1.2790910396782,1.2861902190262935,57
1.28844768978124,1.2773050436544233,1.2843731660256508,58
1.2867044872025737,1.275536361987992,1.282569538140044,59
1.2849741675467112,1.2737848559117404,1.2807792691204563,60
1.2832566600818514,1.2720503872328202,1.279002292937164,61
1.2815518944537603,1.2703328183447793,1.2772385437790006,62
1.27985980068421,1.2686320122393189,1.2754879560525676,63
1.27818030916931,1.266947832517728,1.273750464381388,64
1.2765133506777393,1.265280143401994,1.2720260036050097,65
1.2748588563488759,1.2636288097455926,1.2703145087780632,66
1.2732167576908393,1.2619936970439563,1.2686159151692689,67
1.271586986578439,1.260374671444623,1.2669301582604091,68
1.2699694752510424,1.2587715997570634,1.2652571737452543,69
1.2683641563103596,1.2571843494621937,1.2635968975284588,70
1.2667709627181538,1.255612788721568,1.2619492657244173,71
1.2651898277938805,1.2540567863862577,1.260314214656095,72
1.2636206852122567,1.2525162120054163,1.258691680853826,73
1.262063469000768,1.2509909358345312,1.2570816010540877,74
1.2605181135371153,1.249480828843367,1.2554839121982502,75
1.2589845535466055,1.247985762723599,1.2538985514313066,76
1.2574627240994896,1.246505609896141,1.2523254561005839,77
1.255952560608253,1.2450402435181682,1.2507645637544367,78
1.2544539988248598,1.2435895374898398,1.2492158121409271,79
1.2529669748379564,1.24215336646072,1.2476791392064952,80
1.251491425070037,1.2407316058359044,1.2461544830946154,81
1.2500272862745754,1.2393241317818495,1.2446417821444478,82
1.2485744955331228,1.2379308212319124,1.2431409748894848,83
