arm1,arm2,arm3,step
1.4142135623730951,1.4142135623730951,1.4142135623730951,0
1.3880735585577575,1.3842999778807688,1.387303913730946,1
1.3634841173600356,1.3567824098827312,1.3619865678578376,2
1.3403503150761888,1.331503486043972,1.3381718577685162,3
1.318581972955423,1.3083041980228212,1.3157737071850888,4
1.2980942544714715,1.287026238744108,1.2947102347045847,5
1.2788079620790054,1.267514107490234,1.2749040984052538,6
1.2606495775802768,1.2496169394972374,1.2562826162701304,7
1.2435510978512636,1.2331900338869037,1.2387777050983528,8
1.2274497197712986,1.2180960699382994,1.222325683111076,9
1.2122874257866116,1.2042060159636847,1.2068669800217393,10
1.1980105158719223,1.1913997467829234,1.1923457939536666,11
1.1845691240102774,1.1795663946856327,1.178709728330736,12
1.171916748827889,1.1686044648148086,1.1659094347314054,13
1.1600098196081934,1.1584217493073428,1.1538982804983346,14
1.1488073112168975,1.1489350756457013,1.1426320532342036,15
1.1382704148957317,1.1400699239525764,1.1320687085713659,16
1.1283622666113318,1.1317599458588863,1.122168162969981,17
1.119047730696913,1.1239464145330635,1.1128921298164387,18
1.110293233804208,1.1165776318603948,1.1042039946935251,19
1.1020666425289916,1.1096083149211846,1.0960687242407716,20
1.0943371772910295,1.1029989800797197,1.0884528023486881,21
1.0870753549388124,1.0967153393387514,1.0813241873566013,22
1.0802529529241451,1.090727720253883,1.0746522842821056,23
1.073842988587895,1.0850105177078537,1.0684079267519535,24
1.0678197079803384,1.079541683247675,1.0625633641058814,25
1.0621585796009045,1.074302255491514,1.057092250009081,26
1.0568362894030983,1.0692759333014008,1.0519696297636993,27
1.0518307343154067,1.064448691963859,1.0471719243050612,28
1.0471210123425057,1.0598084414877256,1.042676909573232,29
1.0426874080135529,1.0553447252775223,1.0384636905489493,30
1.038511372528541,1.0510484568319804,1.0345126697300646,31
1.03457549842118,1.04691169171216,1.0308055102037277,32
1.0308634889152442,1.0429274317860784,1.0273250937492577,33
1.027360122412092,1.0390894586541695,1.0240554745987718,34
1.0240512127234436,1.0353921931631929,1.0209818296004392,35
