displacement_x,displacement_y,displacement_z,step
0.0,0.0,0.0,0
2.0,-2.0,0.0,1
1.9982964343396912,-1.9978219259774133,0.0,2
1.9965309165140894,-1.9956052755680693,0.0,3
1.9947053248862714,-1.9933540546074382,0.0,4
1.9928219275016477,-1.9910722542966866,0.0,5
1.9908832840971085,-1.9887637795254942,0.0,6
1.9888921518286953,-1.9864323812414206,0.0,7
1.9868513988857168,-1.984081597164192,0.0,8
1.9847639289607322,-1.981714703798119,0.0,9
1.9826326183417238,-1.9793346813200874,0.0,10
1.9804602662921433,-1.9769441916786408,0.0,11
1.9782495584595883,-1.9745455692361147,0.0,12
1.9760030423435757,-1.9721408225664514,0.0,13
1.9737231133660254,-1.9697316455841727,0.0,14
1.9714120098101877,-1.9673194359904635,0.0,15
1.9690718147951518,-1.9649053190284618,0.0,16
1.966704463496033,-1.9624901746849102,0.0,17
1.964311753965031,-1.9600746667064803,0.0,18
1.961895360118743,-1.9576592720723702,0.0,19
1.9594568457006694,-1.9552443098468437,0.0,20
1.956997678279431,-1.9528299686034636,0.0,21
1.9545192425841258,-1.9504163318529313,0.0,22
1.95202285269597,-1.9480034011118323,0.0,23
1.9495097628025637,-1.9455911164183484,0.0,24
1.9469811763747003,-1.9431793742345667,0.0,25
1.9444382537456062,-1.9407680427767176,0.0,26
1.9418821181610668,-1.9383569748887923,0.0,27
1.9393138604296043,-1.935946018625988,0.0,28
1.936734542339038,-1.9335350257466286,0.0,29
1.9341451990238137,-1.9311238583285302,0.0,30
1.9315468404707947,-1.9287123937315962,0.0,31
1.92894045234376,-1.926300528125643,0.0,32
1.9263269962920169,-1.923888178793434,0.0,33
1.9237074098892666,-1.9214752854055885,0.0,34
1.921082606327401,-1.9190618104479715,0.0,35
1.9184534739680066,-1.916647738964576,0.0,36
1.915820875833313,-1.9142330777607284,0.0,37
1.9131856490989472,-1.9118178541933828,0.0,38
1.9105486046337035,-1.9094021146578437,0.0,39
1.9079105266168217,-1.9069859228638442,0.0,40
1.9052721722510593,-1.9045693579787346,0.0,41
1.902634271580038,-1.9021525127017742,0.0,42
1.899997527410747,-1.8997354913211895,0.0,43
1.8973626153364687,-1.8973184077948344,0.0,44
1.8947301838514552,-1.8949013838858577,0.0,45
1.8921008545461846,-1.8924845473767107,0.0,46
1.889475222370651,-1.8900680303780324,0.0,47
1.8868538559526988,-1.8876519677432793,0.0,48
1.8842372979586415,-1.8852364955953471,0.0,49
1.8816260654841284,-1.8828217499677165,0.0,50
1.879020650464296,-1.880407865559752,0.0,51
1.8764215200935135,-1.877994974603551,0.0,52
1.8738291172464088,-1.8755832058381041,0.0,53
1.871243860893267,-1.873172683585386,0.0,54
1.8686661465042582,-1.8707635269222336,0.0,55
1.8660963464382356,-1.8683558489414622,0.0,56
1.8635348103130367,-1.8659497560955032,0.0,57
1.8609818653552637,-1.8635453476158799,0.0,58
1.8584378167284608,-1.861142715002049,0.0,59
1.8559029478393887,-1.8587419415734179,0.0,60
1.8533775206227765,-1.856343102078735,0.0,61
1.8508617758054677,-1.8539462623574872,0.0,62
1.848355933151327,-1.8515514790483678,0.0,63
1.8458601916886042,-1.849158799340368,0.0,64
